id,x,y,z,length,orientation
151,0,-3902.2636130249247799,22872.960000000002765,3220,0
152,0,-3922.5436130249245252,22872.960000000002765,3220,0
153,0,-3942.8236130249251801,22872.960000000002765,3220,0
1000,1584.709999999999809,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1001,1564.4299999999998363,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1002,1544.1499999999996362,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1003,1523.8699999999996635,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1004,1503.5899999999994634,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1005,1483.3099999999994907,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1006,1463.0299999999992906,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1007,1442.7499999999990905,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1008,1422.4699999999993452,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1009,1402.1899999999991451,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1010,1381.9099999999991724,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1011,1361.6299999999989723,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1012,1341.3499999999989996,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1013,1321.0699999999987995,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1014,1300.7899999999985994,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1015,1280.509999999998854,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1016,1260.2299999999986539,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1017,1239.9499999999986812,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1018,1219.6699999999984811,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1019,1199.3899999999982811,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1020,1179.1099999999983083,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1021,1158.8299999999983356,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1022,1138.5499999999981355,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1023,1118.2699999999981628,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1024,1097.9899999999979627,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1025,1077.7099999999977626,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1026,1057.4299999999977899,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1027,1037.1499999999978172,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1028,1016.8699999999977308,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1029,996.58999999999764441,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1030,976.30999999999755801,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1031,956.0299999999974716,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1032,935.74999999999749889,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1033,915.46999999999741249,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1034,895.1899999999972124,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1035,874.909999999997126,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1036,854.62999999999715328,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1037,834.34999999999706688,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1038,814.06999999999698048,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1039,793.78999999999689408,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1040,773.50999999999680767,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1041,753.22999999999660758,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1042,732.94999999999663487,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1043,712.66999999999654847,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1044,692.38999999999646207,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1045,672.10999999999648935,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1046,651.82999999999640295,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1047,631.54999999999631655,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1048,611.26999999999623014,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1049,590.98999999999614374,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1050,570.70999999999605734,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1051,550.42999999999597094,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1052,530.14999999999588454,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1053,509.86999999999579813,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1054,489.58999999999582542,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1055,469.30999999999590955,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1056,449.02999999999593683,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1057,428.74999999999596412,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1058,408.46999999999604825,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1059,388.18999999999607553,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1060,367.90999999999604597,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1061,347.62999999999607326,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1062,327.34999999999615738,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1063,307.06999999999618467,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1064,286.78999999999621195,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1065,266.50999999999623924,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1066,246.2299999999962381,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1067,225.94999999999623697,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1068,205.66999999999620741,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1069,185.38999999999620627,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1070,165.10999999999620513,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1071,144.82999999999614715,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1072,124.54999999999614602,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1073,104.26999999999615909,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1074,83.989999999996172164,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1075,63.709999999996178133,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1076,43.429999999996184101,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1077,23.149999999996182964,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1078,2.8699999999961844921,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1079,-17.410000000003815757,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1080,-37.690000000003813341,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1081,-57.970000000003807372,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1082,-78.250000000003808509,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1083,-98.530000000003795435,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1084,-118.81000000000378236,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1085,-139.0900000000037835,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1086,-159.37000000000381306,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1087,-179.65000000000384262,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1088,-199.93000000000387217,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1089,-220.21000000000387331,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1090,-240.49000000000390287,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1091,-260.77000000000390401,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1092,-281.05000000000381988,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1093,-301.33000000000384944,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1094,-321.61000000000376531,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1095,-341.89000000000373802,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1096,-362.17000000000371074,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1097,-382.45000000000368345,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1098,-402.73000000000365617,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1099,-423.01000000000357204,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1100,-443.29000000000354476,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1101,-463.57000000000357431,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1102,-483.85000000000354703,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1103,-504.13000000000351974,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1104,-524.41000000000360615,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1105,-544.69000000000369255,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1106,-564.97000000000377895,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1107,-585.25000000000386535,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1108,-605.53000000000383807,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1109,-625.81000000000403816,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1110,-646.09000000000401087,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1111,-666.37000000000409727,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1112,-686.65000000000418368,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1113,-706.93000000000427008,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1114,-727.21000000000435648,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1115,-747.49000000000455657,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1116,-767.77000000000452928,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1117,-788.05000000000461569,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1118,-808.33000000000470209,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1119,-828.6100000000046748,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1120,-848.8900000000047612,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1121,-869.17000000000484761,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1122,-889.45000000000493401,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1123,-909.73000000000502041,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1124,-930.0100000000052205,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1125,-950.29000000000519321,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1126,-970.57000000000527962,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1127,-990.85000000000536602,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1128,-1011.1300000000053387,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1129,-1031.4100000000055388,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1130,-1051.6900000000055115,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1131,-1071.9700000000057116,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1132,-1092.2500000000056843,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1133,-1112.5300000000058844,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1134,-1132.8100000000058571,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1135,-1153.0900000000060572,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1136,-1173.3700000000060299,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1137,-1193.6500000000060027,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1138,-1213.9300000000062028,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1139,-1234.2100000000061755,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1140,-1254.4900000000063756,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1141,-1274.7700000000063483,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1142,-1295.0500000000065484,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1143,-1315.3300000000062937,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1144,-1335.6100000000064938,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1145,-1355.8900000000066939,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1146,-1376.1700000000066666,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1147,-1396.4500000000068667,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1148,-1416.7300000000068394,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1149,-1437.0100000000070395,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1150,-1457.2900000000070122,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1151,-1477.5700000000072123,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1152,-1497.8500000000074124,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1153,-1518.1300000000073851,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1154,-1538.4100000000075852,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1155,-1558.6900000000073305,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1156,-1578.9700000000075306,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
1157,-1599.2500000000075033,-2384.7299999999995634,22882.979999999999563,3129.9727739501640826,0
100000,0,-839.98361302491753122,22932.100000000002183,3220,0
100001,0,-860.26361302491773131,22932.100000000002183,3220,0
100002,0,-880.54361302491770402,22932.100000000002183,3220,0
100003,0,-900.82361302491790411,22932.100000000002183,3220,0
100004,0,-921.10361302491787683,22932.100000000002183,3220,0
100005,0,-941.38361302491807692,22932.100000000002183,3220,0
100006,0,-961.66361302491827701,22932.100000000002183,3220,0
100007,0,-981.94361302491824972,22932.100000000002183,3220,0
100008,0,-1002.2236130249184498,22932.100000000002183,3220,0
100009,0,-1022.5036130249181952,22932.100000000002183,3220,0
100010,0,-1042.7836130249183952,22932.100000000002183,3220,0
100011,0,-1063.063613024918368,22932.100000000002183,3220,0
100012,0,-1083.343613024918568,22932.100000000002183,3220,0
100013,0,-1103.6236130249185408,22932.100000000002183,3220,0
100014,0,-1123.9036130249187408,22932.100000000002183,3220,0
100015,0,-1144.1836130249187136,22932.100000000002183,3220,0
100016,0,-1164.4636130249186863,22932.100000000002183,3220,0
100017,0,-1184.7436130249188864,22932.100000000002183,3220,0
100018,0,-1205.0236130249190865,22932.100000000002183,3220,0
100019,0,-1225.3036130249190592,22932.100000000002183,3220,0
100020,0,-1245.5836130249192593,22932.100000000002183,3220,0
100021,0,-1265.863613024919232,22932.100000000002183,3220,0
100022,0,-1286.1436130249192047,22932.100000000002183,3220,0
100023,0,-1306.4236130249194048,22932.100000000002183,3220,0
100024,0,-1326.7036130249193775,22932.100000000002183,3220,0
100025,0,-1346.9836130249195776,22932.100000000002183,3220,0
100026,0,-1367.2636130249197777,22932.100000000002183,3220,0
100027,0,-1387.5436130249197504,22932.100000000002183,3220,0
100028,0,-1407.8236130249197231,22932.100000000002183,3220,0
100029,0,-1428.1036130249199232,22932.100000000002183,3220,0
100030,0,-1448.3836130249198959,22932.100000000002183,3220,0
100031,0,-1468.6636130249198686,22932.100000000002183,3220,0
100032,0,-1488.9436130249200687,22932.100000000002183,3220,0
100033,0,-1509.2236130249200414,22932.100000000002183,3220,0
100034,0,-1529.5036130249202415,22932.100000000002183,3220,0
100035,0,-1549.7836130249202142,22932.100000000002183,3220,0
100036,0,-1570.0636130249204143,22932.100000000002183,3220,0
100037,0,-1590.343613024920387,22932.100000000002183,3220,0
100038,0,-1610.6236130249203597,22932.100000000002183,3220,0
100039,0,-1630.9036130249205598,22932.100000000002183,3220,0
100040,0,-1651.1836130249207599,22932.100000000002183,3220,0
100041,0,-1671.4636130249207326,22932.100000000002183,3220,0
100042,0,-1691.7436130249209327,22932.100000000002183,3220,0
100043,0,-1712.0236130249209054,22932.100000000002183,3220,0
100044,0,-1732.3036130249211055,22932.100000000002183,3220,0
100045,0,-1752.5836130249210782,22932.100000000002183,3220,0
100046,0,-1772.863613024921051,22932.100000000002183,3220,0
100047,0,-1793.1436130249212511,22932.100000000002183,3220,0
100048,0,-1813.4236130249214511,22932.100000000002183,3220,0
100049,0,-1833.7036130249211965,22932.100000000002183,3220,0
100050,0,-1853.9836130249213966,22932.100000000002183,3220,0
100051,0,-1874.2636130249215967,22932.100000000002183,3220,0
100052,0,-1894.5436130249215694,22932.100000000002183,3220,0
100053,0,-1914.8236130249215421,22932.100000000002183,3220,0
100054,0,-1935.1036130249212874,22932.100000000002183,3220,0
100055,0,-1955.3836130249214875,22932.100000000002183,3220,0
100056,0,-1975.6636130249214602,22932.100000000002183,3220,0
100057,0,-1995.943613024921433,22932.100000000002183,3220,0
100058,0,-2016.2236130249211783,22932.100000000002183,3220,0
100059,0,-2036.5036130249213784,22932.100000000002183,3220,0
100060,0,-2056.7836130249211237,22932.100000000002183,3220,0
100061,0,-2077.0636130249213238,22932.100000000002183,3220,0
100062,0,-2097.3436130249210692,22932.100000000002183,3220,0
100063,0,-2117.6236130249212692,22932.100000000002183,3220,0
100064,0,-2137.9036130249210146,22932.100000000002183,3220,0
100065,0,-2158.1836130249212147,22932.100000000002183,3220,0
100066,0,-2178.46361302492096,22932.100000000002183,3220,0
100067,0,-2198.7436130249211601,22932.100000000002183,3220,0
100068,0,-2219.0236130249213602,22932.100000000002183,3220,0
100069,0,-2239.3036130249211055,22932.100000000002183,3220,0
100070,0,-2259.5836130249213056,22932.100000000002183,3220,0
100071,0,-2279.863613024921051,22932.100000000002183,3220,0
100072,0,-2300.1436130249212511,22932.100000000002183,3220,0
100073,0,-2320.4236130249209964,22932.100000000002183,3220,0
100074,0,-2340.7036130249211965,22932.100000000002183,3220,0
100075,0,-2360.9836130249213966,22932.100000000002183,3220,0
100076,0,-2381.2636130249211419,22932.100000000002183,3220,0
100077,0,-2401.543613024921342,22932.100000000002183,3220,0
100078,0,-2421.8236130249210873,22932.100000000002183,3220,0
100079,0,-2442.1036130249212874,22932.100000000002183,3220,0
100080,0,-2462.3836130249210328,22932.100000000002183,3220,0
